train_dataset,eval_dataset,algorithm,layer,layer_name,accuracy,n_samples,in_distribution
boolq,common_sense_qa,DIM,6,h6,0.2,40,False
boolq,boolq,DIM,6,h6,0.59,100,True
boolq,imdb,DIM,6,h6,1.0,100,False
boolq,dbpedia_14,DIM,6,h6,0.58,100,False
boolq,arc_easy,LDA,6,h6,0.3,50,False
boolq,common_sense_qa,LDA,6,h6,0.2,40,False
boolq,boolq,LDA,6,h6,0.57,100,True
boolq,imdb,LDA,6,h6,0.91,100,False
boolq,dbpedia_14,LDA,6,h6,0.85,100,False
boolq,arc_easy,LR,6,h6,0.34,50,False
boolq,common_sense_qa,LR,6,h6,0.25,40,False
boolq,boolq,LR,6,h6,0.54,100,True
boolq,imdb,LR,6,h6,1.0,100,False
boolq,dbpedia_14,LR,6,h6,0.64,100,False
boolq,arc_easy,LR-G,6,h6,0.26,50,False
boolq,common_sense_qa,LR-G,6,h6,0.225,40,False
boolq,boolq,LR-G,6,h6,0.53,100,True
boolq,imdb,LR-G,6,h6,1.0,100,False
boolq,dbpedia_14,LR-G,6,h6,0.52,100,False
boolq,arc_easy,PCA,6,h6,0.28,50,False
boolq,common_sense_qa,PCA,6,h6,0.2,40,False
boolq,boolq,PCA,6,h6,0.6,100,True
boolq,imdb,PCA,6,h6,1.0,100,False
boolq,dbpedia_14,PCA,6,h6,0.54,100,False
boolq,arc_easy,PCA-G,6,h6,0.22,50,False
boolq,common_sense_qa,PCA-G,6,h6,0.25,40,False
boolq,boolq,PCA-G,6,h6,0.6,100,True
boolq,imdb,PCA-G,6,h6,1.0,100,False
boolq,dbpedia_14,PCA-G,6,h6,0.51,100,False
boolq,arc_easy,CCS,8,h8,0.36,50,False
boolq,common_sense_qa,CCS,8,h8,0.225,40,False
boolq,boolq,CCS,8,h8,0.63,100,True
boolq,imdb,CCS,8,h8,1.0,100,False
boolq,dbpedia_14,CCS,8,h8,0.56,100,False
boolq,arc_easy,LAT,8,h8,0.26,50,False
boolq,common_sense_qa,LAT,8,h8,0.2,40,False
boolq,boolq,LAT,8,h8,0.54,100,True
boolq,imdb,LAT,8,h8,1.0,100,False
boolq,dbpedia_14,LAT,8,h8,0.75,100,False
boolq,arc_easy,DIM,8,h8,0.28,50,False
boolq,common_sense_qa,DIM,8,h8,0.275,40,False
boolq,boolq,DIM,8,h8,0.54,100,True
boolq,imdb,DIM,8,h8,1.0,100,False
boolq,dbpedia_14,DIM,8,h8,0.77,100,False
boolq,arc_easy,LDA,8,h8,0.28,50,False
boolq,common_sense_qa,LDA,8,h8,0.2,40,False
boolq,boolq,LDA,8,h8,0.53,100,True
boolq,imdb,LDA,8,h8,1.0,100,False
boolq,dbpedia_14,LDA,8,h8,0.67,100,False
boolq,arc_easy,LR,8,h8,0.26,50,False
boolq,common_sense_qa,LR,8,h8,0.175,40,False
boolq,boolq,LR,8,h8,0.52,100,True
boolq,imdb,LR,8,h8,1.0,100,False
boolq,dbpedia_14,LR,8,h8,0.88,100,False
boolq,arc_easy,LR-G,8,h8,0.3,50,False
boolq,common_sense_qa,LR-G,8,h8,0.2,40,False
boolq,boolq,LR-G,8,h8,0.55,100,True
boolq,imdb,LR-G,8,h8,1.0,100,False
boolq,dbpedia_14,LR-G,8,h8,0.85,100,False
boolq,arc_easy,PCA,8,h8,0.2,50,False
boolq,common_sense_qa,PCA,8,h8,0.225,40,False
boolq,boolq,PCA,8,h8,0.57,100,True
boolq,imdb,PCA,8,h8,0.66,100,False
boolq,dbpedia_14,PCA,8,h8,0.6,100,False
boolq,arc_easy,PCA-G,8,h8,0.32,50,False
boolq,common_sense_qa,PCA-G,8,h8,0.35,40,False
boolq,boolq,PCA-G,8,h8,0.61,100,True
boolq,imdb,PCA-G,8,h8,1.0,100,False
boolq,dbpedia_14,PCA-G,8,h8,0.74,100,False
boolq,arc_easy,CCS,10,h10,0.28,50,False
boolq,common_sense_qa,CCS,10,h10,0.3,40,False
boolq,boolq,CCS,10,h10,0.56,100,True
boolq,imdb,CCS,10,h10,0.92,100,False
boolq,dbpedia_14,CCS,10,h10,0.69,100,False
boolq,arc_easy,LAT,10,h10,0.32,50,False
boolq,common_sense_qa,LAT,10,h10,0.175,40,False
boolq,boolq,LAT,10,h10,0.6,100,True
boolq,imdb,LAT,10,h10,1.0,100,False
boolq,dbpedia_14,LAT,10,h10,0.65,100,False
boolq,arc_easy,DIM,10,h10,0.28,50,False
boolq,common_sense_qa,DIM,10,h10,0.275,40,False
boolq,boolq,DIM,10,h10,0.5,100,True
boolq,imdb,DIM,10,h10,1.0,100,False
boolq,dbpedia_14,DIM,10,h10,0.5,100,False
boolq,arc_easy,LDA,10,h10,0.26,50,False
boolq,common_sense_qa,LDA,10,h10,0.2,40,False
boolq,boolq,LDA,10,h10,0.59,100,True
boolq,imdb,LDA,10,h10,0.96,100,False
boolq,dbpedia_14,LDA,10,h10,0.68,100,False
boolq,arc_easy,LR,10,h10,0.28,50,False
boolq,common_sense_qa,LR,10,h10,0.2,40,False
boolq,boolq,LR,10,h10,0.62,100,True
boolq,imdb,LR,10,h10,1.0,100,False
boolq,dbpedia_14,LR,10,h10,0.77,100,False
boolq,arc_easy,LR-G,10,h10,0.18,50,False
boolq,common_sense_qa,LR-G,10,h10,0.275,40,False
boolq,boolq,LR-G,10,h10,0.6,100,True
boolq,imdb,LR-G,10,h10,1.0,100,False
boolq,dbpedia_14,LR-G,10,h10,0.86,100,False
boolq,arc_easy,PCA,10,h10,0.3,50,False
boolq,common_sense_qa,PCA,10,h10,0.15,40,False
boolq,boolq,PCA,10,h10,0.61,100,True
boolq,imdb,PCA,10,h10,1.0,100,False
boolq,dbpedia_14,PCA,10,h10,0.67,100,False
boolq,arc_easy,PCA-G,10,h10,0.42,50,False
boolq,common_sense_qa,PCA-G,10,h10,0.375,40,False
boolq,boolq,PCA-G,10,h10,0.58,100,True
boolq,imdb,PCA-G,10,h10,1.0,100,False
boolq,dbpedia_14,PCA-G,10,h10,0.88,100,False
boolq,arc_easy,CCS,12,h12,0.22,50,False
boolq,common_sense_qa,CCS,12,h12,0.2,40,False
boolq,boolq,CCS,12,h12,0.58,100,True
boolq,imdb,CCS,12,h12,1.0,100,False
boolq,dbpedia_14,CCS,12,h12,0.5,100,False
boolq,arc_easy,LAT,12,h12,0.34,50,False
boolq,common_sense_qa,LAT,12,h12,0.125,40,False
boolq,boolq,LAT,12,h12,0.58,100,True
boolq,imdb,LAT,12,h12,1.0,100,False
boolq,dbpedia_14,LAT,12,h12,0.75,100,False
boolq,arc_easy,DIM,12,h12,0.24,50,False
boolq,common_sense_qa,DIM,12,h12,0.275,40,False
boolq,boolq,DIM,12,h12,0.6,100,True
boolq,imdb,DIM,12,h12,1.0,100,False
boolq,dbpedia_14,DIM,12,h12,0.66,100,False
boolq,arc_easy,LDA,12,h12,0.3,50,False
boolq,common_sense_qa,LDA,12,h12,0.225,40,False
boolq,boolq,LDA,12,h12,0.58,100,True
boolq,imdb,LDA,12,h12,1.0,100,False
boolq,dbpedia_14,LDA,12,h12,0.52,100,False
boolq,arc_easy,LR,12,h12,0.42,50,False
boolq,common_sense_qa,LR,12,h12,0.125,40,False
boolq,boolq,LR,12,h12,0.58,100,True
boolq,imdb,LR,12,h12,1.0,100,False
boolq,dbpedia_14,LR,12,h12,0.57,100,False
boolq,arc_easy,LR-G,12,h12,0.38,50,False
boolq,common_sense_qa,LR-G,12,h12,0.125,40,False
boolq,boolq,LR-G,12,h12,0.6,100,True
boolq,imdb,LR-G,12,h12,1.0,100,False
boolq,dbpedia_14,LR-G,12,h12,0.68,100,False
boolq,arc_easy,PCA,12,h12,0.28,50,False
boolq,common_sense_qa,PCA,12,h12,0.175,40,False
boolq,boolq,PCA,12,h12,0.62,100,True
boolq,imdb,PCA,12,h12,1.0,100,False
boolq,dbpedia_14,PCA,12,h12,0.65,100,False
boolq,arc_easy,PCA-G,12,h12,0.3,50,False
boolq,common_sense_qa,PCA-G,12,h12,0.175,40,False
boolq,boolq,PCA-G,12,h12,0.6,100,True
boolq,imdb,PCA-G,12,h12,1.0,100,False
boolq,dbpedia_14,PCA-G,12,h12,0.76,100,False
boolq,arc_easy,CCS,14,h14,0.3,50,False
boolq,common_sense_qa,CCS,14,h14,0.275,40,False
boolq,boolq,CCS,14,h14,0.54,100,True
boolq,imdb,CCS,14,h14,0.56,100,False
boolq,dbpedia_14,CCS,14,h14,0.54,100,False
boolq,arc_easy,LAT,14,h14,0.26,50,False
boolq,common_sense_qa,LAT,14,h14,0.225,40,False
boolq,boolq,LAT,14,h14,0.64,100,True
boolq,imdb,LAT,14,h14,0.98,100,False
boolq,dbpedia_14,LAT,14,h14,0.82,100,False
boolq,arc_easy,DIM,14,h14,0.3,50,False
boolq,common_sense_qa,DIM,14,h14,0.175,40,False
boolq,boolq,DIM,14,h14,0.58,100,True
boolq,imdb,DIM,14,h14,1.0,100,False
boolq,dbpedia_14,DIM,14,h14,0.62,100,False
boolq,arc_easy,LDA,14,h14,0.26,50,False
boolq,common_sense_qa,LDA,14,h14,0.2,40,False
boolq,boolq,LDA,14,h14,0.61,100,True
boolq,imdb,LDA,14,h14,0.53,100,False
boolq,dbpedia_14,LDA,14,h14,0.67,100,False
boolq,arc_easy,LR,14,h14,0.28,50,False
boolq,common_sense_qa,LR,14,h14,0.175,40,False
boolq,boolq,LR,14,h14,0.58,100,True
boolq,imdb,LR,14,h14,1.0,100,False
boolq,dbpedia_14,LR,14,h14,0.79,100,False
boolq,arc_easy,LR-G,14,h14,0.3,50,False
boolq,common_sense_qa,LR-G,14,h14,0.15,40,False
boolq,boolq,LR-G,14,h14,0.6,100,True
boolq,imdb,LR-G,14,h14,1.0,100,False
boolq,dbpedia_14,LR-G,14,h14,0.75,100,False
boolq,arc_easy,PCA,14,h14,0.3,50,False
boolq,common_sense_qa,PCA,14,h14,0.2,40,False
boolq,boolq,PCA,14,h14,0.6,100,True
boolq,imdb,PCA,14,h14,1.0,100,False
boolq,dbpedia_14,PCA,14,h14,0.87,100,False
boolq,arc_easy,PCA-G,14,h14,0.34,50,False
boolq,common_sense_qa,PCA-G,14,h14,0.25,40,False
boolq,boolq,PCA-G,14,h14,0.63,100,True
boolq,imdb,PCA-G,14,h14,1.0,100,False
boolq,dbpedia_14,PCA-G,14,h14,0.85,100,False
boolq,arc_easy,CCS,16,h16,0.34,50,False
boolq,common_sense_qa,CCS,16,h16,0.25,40,False
boolq,boolq,CCS,16,h16,0.6,100,True
boolq,imdb,CCS,16,h16,1.0,100,False
boolq,dbpedia_14,CCS,16,h16,0.66,100,False
boolq,arc_easy,LAT,16,h16,0.26,50,False
boolq,common_sense_qa,LAT,16,h16,0.225,40,False
boolq,boolq,LAT,16,h16,0.6,100,True
boolq,imdb,LAT,16,h16,1.0,100,False
boolq,dbpedia_14,LAT,16,h16,0.84,100,False
boolq,arc_easy,DIM,16,h16,0.32,50,False
boolq,common_sense_qa,DIM,16,h16,0.225,40,False
boolq,boolq,DIM,16,h16,0.59,100,True
boolq,imdb,DIM,16,h16,1.0,100,False
boolq,dbpedia_14,DIM,16,h16,0.56,100,False
boolq,arc_easy,LDA,16,h16,0.38,50,False
boolq,common_sense_qa,LDA,16,h16,0.25,40,False
boolq,boolq,LDA,16,h16,0.64,100,True
boolq,imdb,LDA,16,h16,1.0,100,False
boolq,dbpedia_14,LDA,16,h16,0.65,100,False
boolq,arc_easy,LR,16,h16,0.3,50,False
boolq,common_sense_qa,LR,16,h16,0.175,40,False
boolq,boolq,LR,16,h16,0.57,100,True
boolq,imdb,LR,16,h16,1.0,100,False
boolq,dbpedia_14,LR,16,h16,0.7,100,False
boolq,arc_easy,LR-G,16,h16,0.32,50,False
boolq,common_sense_qa,LR-G,16,h16,0.175,40,False
boolq,boolq,LR-G,16,h16,0.56,100,True
boolq,imdb,LR-G,16,h16,1.0,100,False
boolq,dbpedia_14,LR-G,16,h16,0.72,100,False
boolq,arc_easy,PCA,16,h16,0.32,50,False
boolq,common_sense_qa,PCA,16,h16,0.25,40,False
boolq,boolq,PCA,16,h16,0.6,100,True
boolq,imdb,PCA,16,h16,0.99,100,False
boolq,dbpedia_14,PCA,16,h16,0.97,100,False
boolq,arc_easy,PCA-G,16,h16,0.24,50,False
boolq,common_sense_qa,PCA-G,16,h16,0.175,40,False
boolq,boolq,PCA-G,16,h16,0.62,100,True
boolq,imdb,PCA-G,16,h16,0.98,100,False
boolq,dbpedia_14,PCA-G,16,h16,0.73,100,False
boolq,arc_easy,CCS,18,h18,0.2,50,False
boolq,common_sense_qa,CCS,18,h18,0.225,40,False
boolq,boolq,CCS,18,h18,0.56,100,True
boolq,imdb,CCS,18,h18,1.0,100,False
boolq,dbpedia_14,CCS,18,h18,0.51,100,False
boolq,arc_easy,LAT,18,h18,0.3,50,False
boolq,common_sense_qa,LAT,18,h18,0.325,40,False
boolq,boolq,LAT,18,h18,0.57,100,True
boolq,imdb,LAT,18,h18,0.98,100,False
boolq,dbpedia_14,LAT,18,h18,0.5,100,False
boolq,arc_easy,DIM,18,h18,0.3,50,False
boolq,common_sense_qa,DIM,18,h18,0.175,40,False
boolq,boolq,DIM,18,h18,0.58,100,True
boolq,imdb,DIM,18,h18,1.0,100,False
boolq,dbpedia_14,DIM,18,h18,0.53,100,False
boolq,arc_easy,LDA,18,h18,0.2,50,False
boolq,common_sense_qa,LDA,18,h18,0.225,40,False
boolq,boolq,LDA,18,h18,0.61,100,True
boolq,imdb,LDA,18,h18,1.0,100,False
boolq,dbpedia_14,LDA,18,h18,0.69,100,False
boolq,arc_easy,LR,18,h18,0.26,50,False
boolq,common_sense_qa,LR,18,h18,0.25,40,False
boolq,boolq,LR,18,h18,0.56,100,True
boolq,imdb,LR,18,h18,1.0,100,False
boolq,dbpedia_14,LR,18,h18,0.83,100,False
boolq,arc_easy,LR-G,18,h18,0.22,50,False
boolq,common_sense_qa,LR-G,18,h18,0.2,40,False
boolq,boolq,LR-G,18,h18,0.55,100,True
boolq,imdb,LR-G,18,h18,1.0,100,False
boolq,dbpedia_14,LR-G,18,h18,0.78,100,False
boolq,arc_easy,PCA,18,h18,0.32,50,False
boolq,common_sense_qa,PCA,18,h18,0.225,40,False
boolq,boolq,PCA,18,h18,0.6,100,True
boolq,imdb,PCA,18,h18,0.73,100,False
boolq,dbpedia_14,PCA,18,h18,0.88,100,False
boolq,arc_easy,PCA-G,18,h18,0.3,50,False
boolq,common_sense_qa,PCA-G,18,h18,0.25,40,False
boolq,boolq,PCA-G,18,h18,0.61,100,True
boolq,imdb,PCA-G,18,h18,0.77,100,False
boolq,dbpedia_14,PCA-G,18,h18,0.67,100,False
boolq,arc_easy,CCS,20,h20,0.3,50,False
boolq,common_sense_qa,CCS,20,h20,0.225,40,False
boolq,boolq,CCS,20,h20,0.6,100,True
boolq,imdb,CCS,20,h20,0.97,100,False
boolq,dbpedia_14,CCS,20,h20,0.72,100,False
boolq,arc_easy,LAT,20,h20,0.24,50,False
boolq,common_sense_qa,LAT,20,h20,0.275,40,False
boolq,boolq,LAT,20,h20,0.61,100,True
boolq,imdb,LAT,20,h20,0.78,100,False
boolq,dbpedia_14,LAT,20,h20,0.64,100,False
boolq,arc_easy,DIM,20,h20,0.26,50,False
boolq,common_sense_qa,DIM,20,h20,0.225,40,False
boolq,boolq,DIM,20,h20,0.59,100,True
boolq,imdb,DIM,20,h20,1.0,100,False
boolq,dbpedia_14,DIM,20,h20,0.54,100,False
boolq,arc_easy,LDA,20,h20,0.38,50,False
boolq,common_sense_qa,LDA,20,h20,0.2,40,False
boolq,boolq,LDA,20,h20,0.59,100,True
boolq,imdb,LDA,20,h20,1.0,100,False
boolq,dbpedia_14,LDA,20,h20,0.72,100,False
boolq,arc_easy,LR,20,h20,0.24,50,False
boolq,common_sense_qa,LR,20,h20,0.15,40,False
boolq,boolq,LR,20,h20,0.54,100,True
boolq,imdb,LR,20,h20,1.0,100,False
boolq,dbpedia_14,LR,20,h20,0.71,100,False
boolq,arc_easy,LR-G,20,h20,0.24,50,False
boolq,common_sense_qa,LR-G,20,h20,0.175,40,False
boolq,boolq,LR-G,20,h20,0.54,100,True
boolq,imdb,LR-G,20,h20,1.0,100,False
boolq,dbpedia_14,LR-G,20,h20,0.7,100,False
boolq,arc_easy,PCA,20,h20,0.24,50,False
boolq,common_sense_qa,PCA,20,h20,0.3,40,False
boolq,boolq,PCA,20,h20,0.59,100,True
boolq,imdb,PCA,20,h20,0.79,100,False
boolq,dbpedia_14,PCA,20,h20,0.6,100,False
boolq,arc_easy,PCA-G,20,h20,0.3,50,False
boolq,common_sense_qa,PCA-G,20,h20,0.275,40,False
boolq,boolq,PCA-G,20,h20,0.59,100,True
boolq,imdb,PCA-G,20,h20,0.76,100,False
boolq,dbpedia_14,PCA-G,20,h20,0.57,100,False
boolq,arc_easy,CCS,22,h22,0.34,50,False
boolq,common_sense_qa,CCS,22,h22,0.275,40,False
boolq,boolq,CCS,22,h22,0.58,100,True
boolq,imdb,CCS,22,h22,0.99,100,False
boolq,dbpedia_14,CCS,22,h22,0.76,100,False
boolq,arc_easy,LAT,22,h22,0.26,50,False
boolq,common_sense_qa,LAT,22,h22,0.3,40,False
boolq,boolq,LAT,22,h22,0.66,100,True
boolq,imdb,LAT,22,h22,0.84,100,False
boolq,dbpedia_14,LAT,22,h22,0.6,100,False
boolq,arc_easy,DIM,22,h22,0.28,50,False
boolq,common_sense_qa,DIM,22,h22,0.225,40,False
boolq,boolq,DIM,22,h22,0.51,100,True
boolq,imdb,DIM,22,h22,1.0,100,False
boolq,dbpedia_14,DIM,22,h22,0.52,100,False
boolq,arc_easy,LDA,22,h22,0.28,50,False
boolq,common_sense_qa,LDA,22,h22,0.325,40,False
boolq,boolq,LDA,22,h22,0.57,100,True
boolq,imdb,LDA,22,h22,0.92,100,False
boolq,dbpedia_14,LDA,22,h22,0.87,100,False
boolq,arc_easy,LR,22,h22,0.22,50,False
boolq,common_sense_qa,LR,22,h22,0.225,40,False
boolq,boolq,LR,22,h22,0.51,100,True
boolq,imdb,LR,22,h22,1.0,100,False
boolq,dbpedia_14,LR,22,h22,0.59,100,False
boolq,arc_easy,LR-G,22,h22,0.28,50,False
boolq,common_sense_qa,LR-G,22,h22,0.25,40,False
boolq,boolq,LR-G,22,h22,0.53,100,True
boolq,imdb,LR-G,22,h22,1.0,100,False
boolq,dbpedia_14,LR-G,22,h22,0.71,100,False
boolq,arc_easy,PCA,22,h22,0.26,50,False
boolq,common_sense_qa,PCA,22,h22,0.3,40,False
boolq,boolq,PCA,22,h22,0.68,100,True
boolq,imdb,PCA,22,h22,0.72,100,False
boolq,dbpedia_14,PCA,22,h22,0.59,100,False
boolq,arc_easy,PCA-G,22,h22,0.28,50,False
boolq,common_sense_qa,PCA-G,22,h22,0.25,40,False
boolq,boolq,PCA-G,22,h22,0.54,100,True
boolq,imdb,PCA-G,22,h22,0.95,100,False
boolq,dbpedia_14,PCA-G,22,h22,0.63,100,False
boolq,arc_easy,CCS,24,h24,0.38,50,False
boolq,common_sense_qa,CCS,24,h24,0.15,40,False
boolq,boolq,CCS,24,h24,0.54,100,True
boolq,imdb,CCS,24,h24,0.84,100,False
boolq,dbpedia_14,CCS,24,h24,0.59,100,False
boolq,arc_easy,LAT,24,h24,0.28,50,False
boolq,common_sense_qa,LAT,24,h24,0.325,40,False
boolq,boolq,LAT,24,h24,0.62,100,True
boolq,imdb,LAT,24,h24,0.69,100,False
boolq,dbpedia_14,LAT,24,h24,0.63,100,False
boolq,arc_easy,DIM,24,h24,0.34,50,False
boolq,common_sense_qa,DIM,24,h24,0.225,40,False
boolq,boolq,DIM,24,h24,0.53,100,True
boolq,imdb,DIM,24,h24,1.0,100,False
boolq,dbpedia_14,DIM,24,h24,0.77,100,False
boolq,arc_easy,LDA,24,h24,0.24,50,False
boolq,common_sense_qa,LDA,24,h24,0.225,40,False
boolq,boolq,LDA,24,h24,0.57,100,True
boolq,imdb,LDA,24,h24,1.0,100,False
boolq,dbpedia_14,LDA,24,h24,0.89,100,False
boolq,arc_easy,LR,24,h24,0.2,50,False
boolq,common_sense_qa,LR,24,h24,0.225,40,False
boolq,boolq,LR,24,h24,0.57,100,True
boolq,imdb,LR,24,h24,1.0,100,False
boolq,dbpedia_14,LR,24,h24,0.79,100,False
boolq,arc_easy,LR-G,24,h24,0.32,50,False
boolq,common_sense_qa,LR-G,24,h24,0.225,40,False
boolq,boolq,LR-G,24,h24,0.54,100,True
boolq,imdb,LR-G,24,h24,1.0,100,False
boolq,dbpedia_14,LR-G,24,h24,0.85,100,False
boolq,arc_easy,PCA,24,h24,0.26,50,False
boolq,common_sense_qa,PCA,24,h24,0.275,40,False
boolq,boolq,PCA,24,h24,0.65,100,True
boolq,imdb,PCA,24,h24,0.66,100,False
boolq,dbpedia_14,PCA,24,h24,0.62,100,False
boolq,arc_easy,PCA-G,24,h24,0.26,50,False
boolq,common_sense_qa,PCA-G,24,h24,0.25,40,False
boolq,boolq,PCA-G,24,h24,0.55,100,True
boolq,imdb,PCA-G,24,h24,0.97,100,False
boolq,dbpedia_14,PCA-G,24,h24,0.66,100,False
boolq,arc_easy,CCS,26,h26,0.24,50,False
boolq,common_sense_qa,CCS,26,h26,0.275,40,False
boolq,boolq,CCS,26,h26,0.53,100,True
boolq,imdb,CCS,26,h26,0.51,100,False
boolq,dbpedia_14,CCS,26,h26,0.52,100,False
boolq,arc_easy,LAT,26,h26,0.26,50,False
boolq,common_sense_qa,LAT,26,h26,0.2,40,False
boolq,boolq,LAT,26,h26,0.6,100,True
boolq,imdb,LAT,26,h26,0.97,100,False
boolq,dbpedia_14,LAT,26,h26,0.79,100,False
boolq,arc_easy,DIM,26,h26,0.34,50,False
boolq,common_sense_qa,DIM,26,h26,0.2,40,False
boolq,boolq,DIM,26,h26,0.52,100,True
boolq,imdb,DIM,26,h26,1.0,100,False
boolq,dbpedia_14,DIM,26,h26,0.79,100,False
boolq,arc_easy,LDA,26,h26,0.26,50,False
boolq,common_sense_qa,LDA,26,h26,0.225,40,False
boolq,boolq,LDA,26,h26,0.56,100,True
boolq,imdb,LDA,26,h26,1.0,100,False
boolq,dbpedia_14,LDA,26,h26,0.64,100,False
boolq,arc_easy,LR,26,h26,0.32,50,False
boolq,common_sense_qa,LR,26,h26,0.175,40,False
boolq,boolq,LR,26,h26,0.54,100,True
boolq,imdb,LR,26,h26,1.0,100,False
boolq,dbpedia_14,LR,26,h26,0.88,100,False
boolq,arc_easy,LR-G,26,h26,0.3,50,False
boolq,common_sense_qa,LR-G,26,h26,0.2,40,False
boolq,boolq,LR-G,26,h26,0.53,100,True
boolq,imdb,LR-G,26,h26,1.0,100,False
boolq,dbpedia_14,LR-G,26,h26,0.91,100,False
boolq,arc_easy,PCA,26,h26,0.26,50,False
boolq,common_sense_qa,PCA,26,h26,0.225,40,False
boolq,boolq,PCA,26,h26,0.63,100,True
boolq,imdb,PCA,26,h26,0.72,100,False
boolq,dbpedia_14,PCA,26,h26,0.67,100,False
boolq,arc_easy,PCA-G,26,h26,0.26,50,False
boolq,common_sense_qa,PCA-G,26,h26,0.2,40,False
boolq,boolq,PCA-G,26,h26,0.56,100,True
boolq,imdb,PCA-G,26,h26,0.85,100,False
boolq,dbpedia_14,PCA-G,26,h26,0.59,100,False
boolq,arc_easy,CCS,28,h28,0.28,50,False
boolq,common_sense_qa,CCS,28,h28,0.3,40,False
boolq,boolq,CCS,28,h28,0.54,100,True
boolq,imdb,CCS,28,h28,0.48,100,False
boolq,dbpedia_14,CCS,28,h28,0.66,100,False
boolq,arc_easy,LAT,28,h28,0.22,50,False
boolq,common_sense_qa,LAT,28,h28,0.275,40,False
boolq,boolq,LAT,28,h28,0.66,100,True
boolq,imdb,LAT,28,h28,0.53,100,False
boolq,dbpedia_14,LAT,28,h28,0.66,100,False
boolq,arc_easy,DIM,28,h28,0.32,50,False
boolq,common_sense_qa,DIM,28,h28,0.3,40,False
boolq,boolq,DIM,28,h28,0.53,100,True
boolq,imdb,DIM,28,h28,1.0,100,False
boolq,dbpedia_14,DIM,28,h28,0.75,100,False
boolq,arc_easy,LDA,28,h28,0.26,50,False
boolq,common_sense_qa,LDA,28,h28,0.25,40,False
boolq,boolq,LDA,28,h28,0.53,100,True
boolq,imdb,LDA,28,h28,1.0,100,False
boolq,dbpedia_14,LDA,28,h28,0.51,100,False
boolq,arc_easy,LR,28,h28,0.32,50,False
boolq,common_sense_qa,LR,28,h28,0.25,40,False
boolq,boolq,LR,28,h28,0.57,100,True
boolq,imdb,LR,28,h28,1.0,100,False
boolq,dbpedia_14,LR,28,h28,0.88,100,False
boolq,arc_easy,LR-G,28,h28,0.34,50,False
boolq,common_sense_qa,LR-G,28,h28,0.225,40,False
boolq,boolq,LR-G,28,h28,0.54,100,True
boolq,imdb,LR-G,28,h28,1.0,100,False
boolq,dbpedia_14,LR-G,28,h28,0.9,100,False
boolq,arc_easy,PCA,28,h28,0.24,50,False
boolq,common_sense_qa,PCA,28,h28,0.2,40,False
boolq,boolq,PCA,28,h28,0.6,100,True
boolq,imdb,PCA,28,h28,0.95,100,False
boolq,dbpedia_14,PCA,28,h28,0.83,100,False
boolq,arc_easy,PCA-G,28,h28,0.26,50,False
boolq,common_sense_qa,PCA-G,28,h28,0.25,40,False
boolq,boolq,PCA-G,28,h28,0.55,100,True
boolq,imdb,PCA-G,28,h28,0.63,100,False
boolq,dbpedia_14,PCA-G,28,h28,0.54,100,False
boolq,arc_easy,CCS,30,h30,0.36,50,False
boolq,common_sense_qa,CCS,30,h30,0.3,40,False
boolq,boolq,CCS,30,h30,0.53,100,True
boolq,imdb,CCS,30,h30,0.98,100,False
boolq,dbpedia_14,CCS,30,h30,0.81,100,False
boolq,arc_easy,LAT,30,h30,0.28,50,False
boolq,common_sense_qa,LAT,30,h30,0.25,40,False
boolq,boolq,LAT,30,h30,0.6,100,True
boolq,imdb,LAT,30,h30,0.87,100,False
boolq,dbpedia_14,LAT,30,h30,0.82,100,False
boolq,arc_easy,DIM,30,h30,0.36,50,False
boolq,common_sense_qa,DIM,30,h30,0.275,40,False
boolq,boolq,DIM,30,h30,0.53,100,True
boolq,imdb,DIM,30,h30,1.0,100,False
boolq,dbpedia_14,DIM,30,h30,0.6,100,False
boolq,arc_easy,LDA,30,h30,0.26,50,False
boolq,common_sense_qa,LDA,30,h30,0.25,40,False
boolq,boolq,LDA,30,h30,0.54,100,True
boolq,imdb,LDA,30,h30,0.97,100,False
boolq,dbpedia_14,LDA,30,h30,0.7,100,False
boolq,arc_easy,LR,30,h30,0.28,50,False
boolq,common_sense_qa,LR,30,h30,0.225,40,False
boolq,boolq,LR,30,h30,0.55,100,True
boolq,imdb,LR,30,h30,1.0,100,False
boolq,dbpedia_14,LR,30,h30,0.85,100,False
boolq,arc_easy,LR-G,30,h30,0.28,50,False
boolq,common_sense_qa,LR-G,30,h30,0.25,40,False
boolq,boolq,LR-G,30,h30,0.55,100,True
boolq,imdb,LR-G,30,h30,1.0,100,False
boolq,dbpedia_14,LR-G,30,h30,0.82,100,False
boolq,arc_easy,PCA,30,h30,0.26,50,False
boolq,common_sense_qa,PCA,30,h30,0.3,40,False
boolq,boolq,PCA,30,h30,0.6,100,True
boolq,imdb,PCA,30,h30,0.7,100,False
boolq,dbpedia_14,PCA,30,h30,0.92,100,False
boolq,arc_easy,PCA-G,30,h30,0.26,50,False
boolq,common_sense_qa,PCA-G,30,h30,0.275,40,False
boolq,boolq,PCA-G,30,h30,0.57,100,True
boolq,imdb,PCA-G,30,h30,0.83,100,False
boolq,dbpedia_14,PCA-G,30,h30,0.52,100,False
imdb,arc_easy,CCS,0,h0,0.28,50,False
imdb,common_sense_qa,CCS,0,h0,0.225,40,False
imdb,boolq,CCS,0,h0,0.6,100,False
